r_um,w_comsol_2000Pa_um,w_analitik_2000Pa_um,w_pinn_2000Pa_um,w_comsol_8000Pa_um,w_analitik_8000Pa_um,w_pinn_8000Pa_um,w_comsol_16000Pa_um,w_analitik_16000Pa_um,w_pinn_16000Pa_um
185.983700,-5.157498,-4.276596,-5.308165,-9.592920,-8.984783,-8.886402,-9.662789,-9.668000,-9.596947
191.010300,-5.079463,-4.200845,-5.225401,-9.543007,-8.825636,-8.806745,-9.650359,-9.668000,-9.556793
196.036900,-4.999697,-4.123778,-5.140937,-9.482281,-8.663725,-8.723275,-9.631253,-9.668000,-9.511727
201.063500,-4.918235,-4.045451,-5.054807,-9.411415,-8.499166,-8.635878,-9.605251,-9.668000,-9.462378
206.090100,-4.835114,-3.965921,-4.967047,-9.331030,-8.332079,-8.544432,-9.572174,-9.668000,-9.408797
211.116700,-4.750373,-3.885246,-4.877697,-9.241692,-8.162587,-8.448827,-9.531870,-9.668000,-9.350838
216.143300,-4.664054,-3.803486,-4.786792,-9.143919,-7.990816,-8.348962,-9.484218,-9.668000,-9.288284
221.169800,-4.576199,-3.720704,-4.694381,-9.038180,-7.816899,-8.244743,-9.429121,-9.668000,-9.220884
226.196400,-4.486852,-3.636960,-4.600502,-8.924902,-7.640960,-8.136083,-9.366508,-9.668000,-9.148374
231.223000,-4.396061,-3.552320,-4.505201,-8.804488,-7.463138,-8.022919,-9.296328,-9.668000,-9.070488
236.249600,-4.303876,-3.466849,-4.408528,-8.677315,-7.283571,-7.905198,-9.218549,-9.668000,-8.986976
241.276200,-4.210350,-3.380615,-4.310534,-8.543730,-7.102399,-7.782889,-9.133157,-9.527939,-8.897591
246.302800,-4.115537,-3.293686,-4.211272,-8.404060,-6.919768,-7.655974,-9.040155,-9.282937,-8.802114
251.329400,-4.019495,-3.206132,-4.110802,-8.258607,-6.735825,-7.524463,-8.939564,-9.036175,-8.700346
256.356000,-3.922283,-3.118025,-4.009184,-8.107646,-6.550718,-7.388387,-8.831417,-8.787853,-8.592117
261.382500,-3.823964,-3.029439,-3.906482,-7.951451,-6.364606,-7.247795,-8.715763,-8.538182,-8.477284
266.409100,-3.724603,-2.940445,-3.802762,-7.790277,-6.177637,-7.102755,-8.592663,-8.287361,-8.355728
271.435700,-3.624270,-2.851121,-3.698099,-7.624373,-5.989975,-6.953369,-8.462197,-8.035610,-8.227376
276.462300,-3.523038,-2.761544,-3.592566,-7.453976,-5.801780,-6.799750,-8.324454,-7.783145,-8.092180
281.488900,-3.420982,-2.671792,-3.486246,-7.279314,-5.613220,-6.642034,-8.179539,-7.530190,-7.950120
286.515500,-3.318177,-2.581947,-3.379225,-7.100606,-5.424462,-6.480383,-8.027566,-7.276969,-7.801224
291.542100,-3.214707,-2.492089,-3.271590,-6.918070,-5.235677,-6.314967,-7.868666,-7.023712,-7.645531
296.568700,-3.110656,-2.402301,-3.163435,-6.731923,-5.047040,-6.145980,-7.702983,-6.770654,-7.483123
301.595200,-3.006113,-2.312670,-3.054863,-6.542383,-4.858733,-5.973632,-7.530678,-6.518038,-7.314115
306.621800,-2.901173,-2.223278,-2.945971,-6.349667,-4.670928,-5.798135,-7.351926,-6.266095,-7.138633
311.648400,-2.795932,-2.134214,-2.836868,-6.153995,-4.483812,-5.619725,-7.166916,-6.015078,-6.956839
316.675000,-2.690488,-2.045568,-2.727670,-5.955584,-4.297573,-5.438648,-6.975850,-5.765236,-6.768922
321.701600,-2.584944,-1.957428,-2.618490,-5.754657,-4.112399,-5.255151,-6.778945,-5.516824,-6.575089
326.728200,-2.479410,-1.869888,-2.509450,-5.551448,-3.928484,-5.069492,-6.576443,-5.270100,-6.375571
331.754800,-2.373999,-1.783040,-2.400677,-5.346196,-3.746023,-4.881940,-6.368602,-5.025326,-6.170624
336.781400,-2.268828,-1.696978,-2.292297,-5.139152,-3.565214,-4.692759,-6.155700,-4.782770,-5.960523
341.807900,-2.164021,-1.611801,-2.184449,-4.930574,-3.386264,-4.502233,-5.938038,-4.542707,-5.745574
346.834500,-2.059701,-1.527603,-2.077262,-4.720729,-3.209370,-4.310627,-5.715932,-4.305401,-5.526092
351.861100,-1.955997,-1.444483,-1.970883,-4.509890,-3.034742,-4.118231,-5.489718,-4.071137,-5.302425
356.887700,-1.853046,-1.362543,-1.865450,-4.298354,-2.862593,-3.925330,-5.259766,-3.840197,-5.074955
361.914300,-1.750987,-1.281884,-1.761116,-4.086433,-2.693136,-3.732214,-5.026471,-3.612868,-4.844080
366.940900,-1.649969,-1.202610,-1.658027,-3.874453,-2.526587,-3.539179,-4.790260,-3.389442,-4.610239
371.967500,-1.550143,-1.124825,-1.556339,-3.662761,-2.363167,-3.346526,-4.551590,-3.170212,-4.373900
376.994100,-1.451662,-1.048636,-1.456206,-3.451716,-2.203099,-3.154566,-4.310940,-2.955479,-4.135571
382.020600,-1.354687,-0.974151,-1.357791,-3.241692,-2.046612,-2.963622,-4.068817,-2.745550,-3.895800
387.047200,-1.259382,-0.901476,-1.261254,-3.033095,-1.893929,-2.774020,-3.825778,-2.540724,-3.655170
392.073800,-1.165923,-0.830724,-1.166759,-2.826353,-1.745284,-2.586109,-3.582418,-2.341315,-3.414320
397.100400,-1.074488,-0.762006,-1.074477,-2.621922,-1.600913,-2.400258,-3.339374,-2.147641,-3.173940
402.127000,-0.985262,-0.695436,-0.984579,-2.420284,-1.461055,-2.216852,-3.097330,-1.960019,-2.934769
407.153600,-0.898436,-0.631128,-0.897242,-2.221945,-1.325950,-2.036308,-2.857006,-1.778775,-2.697608
412.180200,-0.814200,-0.569200,-0.812647,-2.027425,-1.195842,-1.859068,-2.619154,-1.604234,-2.463316
417.206800,-0.732757,-0.509767,-0.730976,-1.837292,-1.070980,-1.685612,-2.384598,-1.436730,-2.232816
422.233300,-0.654316,-0.452952,-0.652423,-1.652146,-0.951615,-1.516461,-2.154219,-1.276600,-2.007100
427.259900,-0.579095,-0.398871,-0.577180,-1.472626,-0.837996,-1.352174,-1.928958,-1.124179,-1.787213
432.286500,-0.507316,-0.347648,-0.505448,-1.299405,-0.730381,-1.193360,-1.709820,-0.979814,-1.574271
437.313100,-0.439208,-0.299408,-0.437437,-1.133193,-0.629031,-1.040682,-1.497868,-0.843852,-1.369448
442.339700,-0.375001,-0.254273,-0.373362,-0.974718,-0.534208,-0.894860,-1.294201,-0.716645,-1.173964
447.366300,-0.314936,-0.212372,-0.313448,-0.824765,-0.446177,-0.756663,-1.100015,-0.598550,-0.989081
452.392900,-0.259265,-0.173832,-0.257928,-0.684173,-0.365206,-0.626924,-0.916591,-0.489927,-0.816086
457.419500,-0.208245,-0.138781,-0.207043,-0.553825,-0.291567,-0.506526,-0.745293,-0.391141,-0.656275
462.446000,-0.162143,-0.107351,-0.161050,-0.434656,-0.225537,-0.396409,-0.587566,-0.302560,-0.510949
467.472600,-0.121230,-0.079674,-0.120211,-0.327645,-0.167389,-0.297554,-0.444942,-0.224554,-0.381374
472.499200,-0.085781,-0.055883,-0.084804,-0.233801,-0.117406,-0.210990,-0.319001,-0.157502,-0.268793
477.525800,-0.056083,-0.036114,-0.055119,-0.154209,-0.075872,-0.137771,-0.211453,-0.101783,-0.174396
482.552400,-0.032432,-0.020502,-0.031464,-0.090015,-0.043073,-0.078976,-0.124118,-0.057783,-0.099305
487.579000,-0.015136,-0.009186,-0.014154,-0.042438,-0.019299,-0.035688,-0.058939,-0.025890,-0.044570
492.605600,-0.004507,-0.002305,-0.003528,-0.012747,-0.004843,-0.008988,-0.017945,-0.006497,-0.011156
497.632200,-0.000000,-0.000000,0.000065,-0.000000,-0.000000,0.000065,-0.000000,-0.000000,0.000064
