r_um,w_comsol_2000Pa_um,w_analitik_2000Pa_um,w_pinn_2000Pa_um,w_comsol_8000Pa_um,w_analitik_8000Pa_um,w_pinn_8000Pa_um,w_comsol_16000Pa_um,w_analitik_16000Pa_um,w_pinn_16000Pa_um
405.103400,-1.002785,-0.697142,-1.005521,-2.293738,-1.361426,-2.247258,-3.392812,-1.797159,-3.017467
410.104700,-0.910217,-0.628740,-0.911997,-2.098118,-1.227846,-2.055641,-3.117005,-1.620826,-2.759392
415.105900,-0.820491,-0.563096,-0.821509,-1.906171,-1.099653,-1.867530,-2.844446,-1.451604,-2.505152
420.107200,-0.733851,-0.500340,-0.734276,-1.718519,-0.977099,-1.683487,-2.576065,-1.289825,-2.255729
425.108500,-0.650552,-0.440606,-0.650534,-1.535828,-0.860446,-1.504141,-2.312873,-1.135837,-2.012213
430.109800,-0.570857,-0.384029,-0.570521,-1.358813,-0.749957,-1.330185,-2.055973,-0.989986,-1.775795
435.111100,-0.495039,-0.330744,-0.494485,-1.188240,-0.645900,-1.162377,-1.806568,-0.852624,-1.547752
440.112300,-0.423382,-0.280892,-0.422689,-1.024926,-0.548545,-1.001552,-1.565966,-0.724110,-1.329460
445.113600,-0.356176,-0.234609,-0.355398,-0.869737,-0.458160,-0.848610,-1.335574,-0.604797,-1.122352
450.114900,-0.293720,-0.192038,-0.292897,-0.723585,-0.375024,-0.704536,-1.116899,-0.495053,-0.927934
455.116200,-0.236326,-0.153321,-0.235482,-0.587463,-0.299415,-0.570385,-0.911611,-0.395245,-0.747749
460.117400,-0.184321,-0.118603,-0.183463,-0.462432,-0.231616,-0.447283,-0.721524,-0.305747,-0.583359
465.118700,-0.138042,-0.088030,-0.137163,-0.349619,-0.171910,-0.336413,-0.548603,-0.226931,-0.436313
470.120000,-0.097838,-0.061748,-0.096926,-0.250235,-0.120586,-0.239019,-0.394987,-0.159181,-0.308146
475.121300,-0.064067,-0.039908,-0.063111,-0.165551,-0.077936,-0.156389,-0.262970,-0.102880,-0.200344
480.122500,-0.037099,-0.022661,-0.036097,-0.096922,-0.044253,-0.089837,-0.155029,-0.058417,-0.114328
485.123800,-0.017319,-0.010157,-0.016281,-0.045795,-0.019835,-0.040694,-0.073859,-0.026184,-0.051438
490.125100,-0.005128,-0.002552,-0.004083,-0.013718,-0.004983,-0.010291,-0.022383,-0.006578,-0.012927
495.126400,-0.000000,-0.000000,0.000055,-0.000000,-0.000000,0.000055,-0.000000,-0.000000,0.000055
