r_um,w_comsol_2000Pa_um,w_analitik_2000Pa_um,w_pinn_2000Pa_um,w_comsol_8000Pa_um,w_analitik_8000Pa_um,w_pinn_8000Pa_um,w_comsol_16000Pa_um,w_analitik_16000Pa_um,w_pinn_16000Pa_um
49.741900,-1.528177,-1.142840,-1.488870,-4.609479,-3.944998,-4.643745,-6.883334,-6.364378,-6.920846
52.667900,-1.517113,-1.134447,-1.477473,-4.578860,-3.916025,-4.611885,-6.841673,-6.317636,-6.876226
55.593900,-1.505459,-1.125607,-1.465503,-4.546572,-3.885513,-4.578388,-6.797692,-6.268411,-6.829274
58.519900,-1.493222,-1.116328,-1.452976,-4.512628,-3.853480,-4.543276,-6.751402,-6.216734,-6.780008
61.445800,-1.480409,-1.106614,-1.439892,-4.477043,-3.819949,-4.506575,-6.702815,-6.162639,-6.728456
64.371800,-1.467029,-1.096472,-1.426265,-4.439833,-3.784939,-4.468292,-6.651943,-6.106157,-6.674641
67.297800,-1.453089,-1.085908,-1.412103,-4.401014,-3.748473,-4.428457,-6.598800,-6.047327,-6.618589
70.223800,-1.438598,-1.074929,-1.397413,-4.360604,-3.710574,-4.387090,-6.543401,-5.986186,-6.560324
73.149800,-1.423566,-1.063542,-1.382207,-4.318621,-3.671268,-4.344215,-6.485761,-5.922774,-6.499874
76.075800,-1.408000,-1.051755,-1.366498,-4.275084,-3.630579,-4.299848,-6.425896,-5.857133,-6.437264
79.001800,-1.391913,-1.039575,-1.350288,-4.230014,-3.588536,-4.254017,-6.363825,-5.789304,-6.372519
81.927800,-1.375312,-1.027011,-1.333596,-4.183431,-3.545164,-4.206740,-6.299566,-5.719334,-6.305673
84.853800,-1.358210,-1.014070,-1.316428,-4.135358,-3.500494,-4.158051,-6.233140,-5.647269,-6.236740
87.779800,-1.340617,-1.000762,-1.298796,-4.085819,-3.454555,-4.107964,-6.164567,-5.573156,-6.165758
90.705800,-1.322544,-0.987095,-1.280714,-4.034838,-3.407377,-4.056506,-6.093871,-5.497045,-6.092749
93.631800,-1.304003,-0.973078,-1.262195,-3.982441,-3.358993,-4.003702,-6.021075,-5.418989,-6.017742
96.557800,-1.285007,-0.958722,-1.243246,-3.928653,-3.309436,-3.949581,-5.946205,-5.339039,-5.940764
99.483700,-1.265568,-0.944036,-1.223886,-3.873504,-3.258741,-3.894168,-5.869288,-5.257254,-5.861853
102.409700,-1.245699,-0.929029,-1.204123,-3.817022,-3.206940,-3.837484,-5.790352,-5.173685,-5.781027
105.335700,-1.225413,-0.913714,-1.183976,-3.759237,-3.154071,-3.779560,-5.709428,-5.088392,-5.698321
108.261700,-1.204725,-0.898099,-1.163454,-3.700181,-3.100171,-3.720421,-5.626548,-5.001436,-5.613768
111.187700,-1.183648,-0.882197,-1.142571,-3.639887,-3.045277,-3.660101,-5.541745,-4.912878,-5.527399
114.113700,-1.162197,-0.866018,-1.121342,-3.578389,-2.989430,-3.598623,-5.455055,-4.822781,-5.439247
117.039700,-1.140387,-0.849575,-1.099787,-3.515721,-2.932670,-3.536019,-5.366515,-4.731211,-5.349349
119.965700,-1.118234,-0.832879,-1.077914,-3.451922,-2.875038,-3.472320,-5.276165,-4.638234,-5.257741
122.891700,-1.095754,-0.815943,-1.055741,-3.387029,-2.816575,-3.407556,-5.184047,-4.543918,-5.164463
125.817700,-1.072962,-0.798779,-1.033286,-3.321081,-2.757327,-3.341759,-5.090205,-4.448334,-5.069551
128.743700,-1.049876,-0.781401,-1.010563,-3.254121,-2.697336,-3.274965,-4.994684,-4.351553,-4.973049
131.669700,-1.026512,-0.763820,-0.987589,-3.186189,-2.636650,-3.207206,-4.897534,-4.253648,-4.875002
134.595700,-1.002888,-0.746051,-0.964382,-3.117332,-2.575313,-3.138522,-4.798804,-4.154695,-4.775453
137.521700,-0.979023,-0.728108,-0.940958,-3.047593,-2.513374,-3.068943,-4.698550,-4.054771,-4.674457
140.447600,-0.954934,-0.710005,-0.917335,-2.977021,-2.450884,-2.998519,-4.596826,-3.953956,-4.572068
143.373600,-0.930641,-0.691755,-0.893531,-2.905664,-2.387888,-2.927281,-4.493693,-3.852326,-4.468333
146.299600,-0.906162,-0.673374,-0.869566,-2.833573,-2.324438,-2.855275,-4.389211,-3.749964,-4.363317
149.225600,-0.881517,-0.654877,-0.845457,-2.760800,-2.260587,-2.782547,-4.283445,-3.646955,-4.257083
152.151600,-0.856727,-0.636279,-0.821225,-2.687399,-2.196388,-2.709143,-4.176464,-3.543384,-4.149691
155.077600,-0.831812,-0.617596,-0.796889,-2.613426,-2.131894,-2.635110,-4.068339,-3.439337,-4.041212
158.003600,-0.806794,-0.598843,-0.772469,-2.538938,-2.067160,-2.560504,-3.959143,-3.334903,-3.931722
160.929600,-0.781692,-0.580036,-0.747986,-2.463995,-2.002242,-2.485376,-3.848954,-3.230173,-3.821297
163.855600,-0.756530,-0.561193,-0.723461,-2.388658,-1.937198,-2.409784,-3.737853,-3.125238,-3.710021
166.781600,-0.731329,-0.542331,-0.698917,-2.312991,-1.872084,-2.333788,-3.625926,-3.020192,-3.597976
169.707600,-0.706113,-0.523465,-0.674374,-2.237057,-1.806962,-2.257450,-3.513260,-2.915131,-3.485254
172.633600,-0.680904,-0.504614,-0.649856,-2.160925,-1.741889,-2.180837,-3.399948,-2.810151,-3.371950
175.559600,-0.655726,-0.485795,-0.625386,-2.084662,-1.676929,-2.104017,-3.286086,-2.705351,-3.258162
178.485500,-0.630604,-0.467027,-0.600989,-2.008342,-1.612144,-2.027066,-3.171774,-2.600836,-3.143999
181.411500,-0.605561,-0.448328,-0.576683,-1.932035,-1.547595,-1.950054,-3.057116,-2.496700,-3.029557
184.337500,-0.580623,-0.429716,-0.552500,-1.855819,-1.483347,-1.873062,-2.942221,-2.393050,-2.914957
187.263500,-0.555814,-0.411210,-0.528461,-1.779769,-1.419466,-1.796174,-2.827203,-2.289992,-2.800313
190.189500,-0.531162,-0.392829,-0.504593,-1.703967,-1.356018,-1.719475,-2.712180,-2.187633,-2.685747
193.115500,-0.506691,-0.374594,-0.480919,-1.628492,-1.293071,-1.643052,-2.597272,-2.086083,-2.571381
196.041500,-0.482430,-0.356524,-0.457470,-1.553430,-1.230694,-1.567000,-2.482608,-1.985450,-2.457349
198.967500,-0.458404,-0.338639,-0.434271,-1.478867,-1.168955,-1.491413,-2.368319,-1.885849,-2.343780
201.893500,-0.434642,-0.320959,-0.411348,-1.404891,-1.107926,-1.416387,-2.254543,-1.787392,-2.230812
204.819500,-0.411172,-0.303505,-0.388730,-1.331594,-1.047678,-1.342028,-2.141422,-1.690195,-2.118589
207.745500,-0.388022,-0.286299,-0.366446,-1.259068,-0.988284,-1.268435,-2.029102,-1.594376,-2.007249
210.671500,-0.365222,-0.269362,-0.344523,-1.187408,-0.929817,-1.195717,-1.917738,-1.500054,-1.896947
213.597500,-0.342800,-0.252715,-0.322991,-1.116714,-0.872353,-1.123981,-1.807487,-1.407348,-1.787832
216.523500,-0.320787,-0.236380,-0.301879,-1.047086,-0.815968,-1.053340,-1.698515,-1.316382,-1.680060
219.449400,-0.299213,-0.220381,-0.281218,-0.978627,-0.760739,-0.983907,-1.590990,-1.227283,-1.573797
222.375400,-0.278108,-0.204738,-0.261036,-0.911442,-0.706741,-0.915793,-1.485088,-1.140170,-1.469197
225.301400,-0.257505,-0.189476,-0.241364,-0.845640,-0.654056,-0.849117,-1.380992,-1.055174,-1.366433
228.227400,-0.237435,-0.174616,-0.222232,-0.781331,-0.602762,-0.783996,-1.278889,-0.972423,-1.265678
231.153400,-0.217930,-0.160184,-0.203671,-0.718628,-0.552942,-0.720550,-1.178974,-0.892049,-1.167113
234.079400,-0.199023,-0.146202,-0.185711,-0.657648,-0.504677,-0.658899,-1.081447,-0.814184,-1.070918
237.005400,-0.180746,-0.132694,-0.168385,-0.598508,-0.458050,-0.599164,-0.986516,-0.738962,-0.977283
239.931400,-0.163135,-0.119686,-0.151721,-0.541330,-0.413146,-0.541470,-0.894395,-0.666519,-0.886405
242.857400,-0.146221,-0.107201,-0.135751,-0.486239,-0.370050,-0.485938,-0.805305,-0.596993,-0.798489
245.783400,-0.130041,-0.095265,-0.120506,-0.433359,-0.328847,-0.432696,-0.719472,-0.530522,-0.713743
248.709400,-0.114628,-0.083903,-0.106017,-0.382822,-0.289627,-0.381869,-0.637133,-0.467249,-0.632390
251.635400,-0.100019,-0.073141,-0.092316,-0.334758,-0.252476,-0.333585,-0.558528,-0.407314,-0.554658
254.561400,-0.086249,-0.063004,-0.079432,-0.289304,-0.217485,-0.287975,-0.483908,-0.350864,-0.480785
257.487300,-0.073355,-0.053519,-0.067397,-0.246597,-0.184744,-0.245170,-0.413530,-0.298044,-0.411027
260.413300,-0.061373,-0.044712,-0.056241,-0.206777,-0.154344,-0.205301,-0.347657,-0.249000,-0.345640
263.339300,-0.050342,-0.036611,-0.045995,-0.169989,-0.126378,-0.168506,-0.286561,-0.203883,-0.284903
266.265300,-0.040297,-0.029241,-0.036690,-0.136378,-0.100939,-0.134923,-0.230524,-0.162843,-0.229102
269.191300,-0.031278,-0.022632,-0.028359,-0.106094,-0.078122,-0.104695,-0.179832,-0.126033,-0.178543
272.117300,-0.023324,-0.016809,-0.021031,-0.079289,-0.058024,-0.077967,-0.134782,-0.093609,-0.133539
275.043300,-0.016473,-0.011802,-0.014738,-0.056120,-0.040740,-0.054890,-0.095678,-0.065725,-0.094425
277.969300,-0.010766,-0.007639,-0.009512,-0.036743,-0.026368,-0.035620,-0.062833,-0.042540,-0.061547
280.895300,-0.006241,-0.004348,-0.005386,-0.021320,-0.015008,-0.020318,-0.036567,-0.024213,-0.035270
283.821300,-0.002940,-0.001958,-0.002392,-0.010016,-0.006759,-0.009151,-0.017212,-0.010905,-0.015975
286.747300,-0.000916,-0.000499,-0.000567,-0.003051,-0.001723,-0.002298,-0.005207,-0.002779,-0.004060
289.673300,-0.000000,-0.000000,0.000059,-0.000000,-0.000000,0.000059,-0.000000,-0.000000,0.000059
